,country,year,sex,age,suicides_no,population,percentage
41862,United Kingdom,2012,male,15-24 years,364.0,4204765.0,0.00865684526959295
41863,United Kingdom,2012,male,25-34 years,597.0,4261254.0,0.014009960448262413
41864,United Kingdom,2012,male,35-54 years,1587.0,8673006.0,0.018298154065614622
41865,United Kingdom,2012,male,5-14 years,10.0,3695552.0,0.000270595570025804
41866,United Kingdom,2012,male,55-74 years,739.0,6392214.0,0.011560939605588924
41867,United Kingdom,2012,male,75+ years,215.0,2043034.0,0.010523564463440159
41868,United Kingdom,2013,female,15-24 years,81.0,4017291.0,0.0020162841078726935
41869,United Kingdom,2013,female,25-34 years,124.0,4356539.0,0.0028462961079884744
41870,United Kingdom,2013,female,35-54 years,449.0,8837469.0,0.005080640169713749
41871,United Kingdom,2013,female,5-14 years,4.0,3559249.0,0.00011238325837838264
41872,United Kingdom,2013,female,55-74 years,232.0,6839180.0,0.003392219535090464
41873,United Kingdom,2013,female,75+ years,103.0,3004685.0,0.003427979971278187
41874,United Kingdom,2013,male,15-24 years,331.0,4180873.0,0.007917006806951564
41875,United Kingdom,2013,male,25-34 years,586.0,4320298.0,0.013563879158335837
41876,United Kingdom,2013,male,35-54 years,1743.0,8656572.0,0.020134991079609806
41877,United Kingdom,2013,male,5-14 years,5.0,3734237.0,0.00013389616138450775
41878,United Kingdom,2013,male,55-74 years,908.0,6488882.0,0.013993165540689443
41879,United Kingdom,2013,male,75+ years,258.0,2096518.0,0.012306119003032648
41880,United Kingdom,2014,female,15-24 years,103.0,3992566.0,0.0025797945481677697
41881,United Kingdom,2014,female,25-34 years,155.0,4388346.0,0.0035320824748094155
41882,United Kingdom,2014,female,35-54 years,462.0,8850139.0,0.005220256992573789
41883,United Kingdom,2014,female,5-14 years,6.0,3602933.0,0.0001665309901682879
41884,United Kingdom,2014,female,55-74 years,262.0,6952444.0,0.0037684589764405154
41885,United Kingdom,2014,female,75+ years,83.0,3052672.0,0.002718929514864355
41886,United Kingdom,2014,male,15-24 years,332.0,4171187.0,0.007959365044051009
41887,United Kingdom,2014,male,25-34 years,602.0,4360457.0,0.01380589236403432
41888,United Kingdom,2014,male,35-54 years,1692.0,8665195.0,0.01952639265475272
41889,United Kingdom,2014,male,5-14 years,7.0,3778321.0,0.00018526747727363557
41890,United Kingdom,2014,male,55-74 years,827.0,6597480.0,0.012535089155253218
41891,United Kingdom,2014,male,75+ years,257.0,2158742.0,0.011905081755948604
41892,United Kingdom,2015,female,15-24 years,104.0,3966564.0,0.0026219166008666444
41893,United Kingdom,2015,female,25-34 years,181.0,4414464.0,0.004100158025980051
41894,United Kingdom,2015,female,35-54 years,473.0,8881944.0,0.00532541074341383
41895,United Kingdom,2015,female,5-14 years,6.0,3663221.0,0.0001637902818312081
41896,United Kingdom,2015,female,55-74 years,306.0,7075576.0,0.004324736247621395
41897,United Kingdom,2015,female,75+ years,108.0,3070457.0,0.0035173917107453384
41898,United Kingdom,2015,male,15-24 years,374.0,4151992.0,0.009007724485018275
41899,United Kingdom,2015,male,25-34 years,596.0,4408293.0,0.013519972470069481
41900,United Kingdom,2015,male,35-54 years,1579.0,8692440.0,0.018165210228658468
41901,United Kingdom,2015,male,5-14 years,4.0,3840476.0,0.00010415375594066985
41902,United Kingdom,2015,male,55-74 years,906.0,6716557.0,0.013489053990013038
41903,United Kingdom,2015,male,75+ years,273.0,2200958.0,0.012403689666045423
41904,United Kingdom,2016,female,15-24 years,,3916683.0,
41905,United Kingdom,2016,female,25-34 years,,4444704.0,
41906,United Kingdom,2016,female,35-54 years,,8896994.0,
41907,United Kingdom,2016,female,5-14 years,,3739021.0,
41908,United Kingdom,2016,female,55-74 years,,7226689.0,
41909,United Kingdom,2016,female,75+ years,,3089853.0,
41910,United Kingdom,2016,male,15-24 years,,4115995.0,
41911,United Kingdom,2016,male,25-34 years,,4474107.0,
41912,United Kingdom,2016,male,35-54 years,,8707736.0,
41913,United Kingdom,2016,male,5-14 years,,3923497.0,
41914,United Kingdom,2016,male,55-74 years,,6862811.0,
41915,United Kingdom,2016,male,75+ years,,2235650.0,
41916,United States of America,1979,female,15-24 years,1001.0,21039000.0,0.004757830695375255
41917,United States of America,1979,female,25-34 years,1352.0,18176000.0,0.007438380281690141
41918,United States of America,1979,female,35-54 years,2458.0,24669000.0,0.009963922331671328
41919,United States of America,1979,female,5-14 years,48.0,17317000.0,0.00027718426979268926
41920,United States of America,1979,female,55-74 years,1705.0,20097000.0,0.00848385331143952
41921,United States of America,1979,female,75+ years,384.0,6290000.0,0.0061049284578696345
41922,United States of America,1979,male,15-24 years,4245.0,21405000.0,0.019831814996496146
41923,United States of America,1979,male,25-34 years,4505.0,17862000.0,0.02522113984996081
41924,United States of America,1979,male,35-54 years,5207.0,23380000.0,0.022271171941830623
41925,United States of America,1979,male,5-14 years,104.0,18075000.0,0.0005753803596127248
41926,United States of America,1979,male,55-74 years,4593.0,16689000.0,0.027521121696926117
41927,United States of America,1979,male,75+ years,1587.0,3505000.0,0.04527817403708987
41928,United States of America,1980,female,15-24 years,903.0,21048000.0,0.004290193842645383
41929,United States of America,1980,female,25-34 years,1322.0,18856000.0,0.007011030971574035
41930,United States of America,1980,female,35-54 years,2214.0,24903000.0,0.00889049512106975
41931,United States of America,1980,female,5-14 years,26.0,17029000.0,0.00015268072112279053
41932,United States of America,1980,female,55-74 years,1548.0,20445000.0,0.007571533382245048
41933,United States of America,1980,female,75+ years,350.0,6483000.0,0.005398735153478328
41934,United States of America,1980,male,15-24 years,4336.0,21433000.0,0.02023048569962208
41935,United States of America,1980,male,25-34 years,4598.0,18563000.0,0.024769703172978504
41936,United States of America,1980,male,35-54 years,5344.0,23647000.0,0.022599061191694508
41937,United States of America,1980,male,5-14 years,116.0,17798000.0,0.0006517586245645578
41938,United States of America,1980,male,55-74 years,4538.0,16962000.0,0.0267539205282396
41939,United States of America,1980,male,75+ years,1557.0,3578000.0,0.04351593068753493
41940,United States of America,1981,female,15-24 years,960.0,20839000.0,0.004606746964825568
41941,United States of America,1981,female,25-34 years,1437.0,19537000.0,0.007355274607155653
41942,United States of America,1981,female,35-54 years,2374.0,25106000.0,0.009455906954512865
41943,United States of America,1981,female,5-14 years,48.0,16765000.0,0.0002863107664777811
41944,United States of America,1981,female,55-74 years,1640.0,20689000.0,0.007926917685726714
41945,United States of America,1981,female,75+ years,324.0,6692000.0,0.0048416019127316195
41946,United States of America,1981,male,15-24 years,4201.0,21283000.0,0.019738758633651272
41947,United States of America,1981,male,25-34 years,4906.0,19273000.0,0.025455300160846777
41948,United States of America,1981,male,35-54 years,5462.0,23879000.0,0.022873654675656434
41949,United States of America,1981,male,5-14 years,119.0,17527000.0,0.0006789524733268671
41950,United States of America,1981,male,55-74 years,4523.0,17147000.0,0.026377792033591883
41951,United States of America,1981,male,75+ years,1580.0,3669000.0,0.04306350504224584
41952,United States of America,1982,female,15-24 years,864.0,20517000.0,0.004211141979821611
41953,United States of America,1982,female,25-34 years,1377.0,19771000.0,0.006964746345657782
41954,United States of America,1982,female,35-54 years,2304.0,25837500.0,0.008917271407837445
41955,United States of America,1982,female,5-14 years,40.0,16605500.0,0.00024088404444310622
41956,United States of America,1982,female,55-74 years,1663.0,20905500.0,0.007954844418932818
41957,United States of America,1982,female,75+ years,367.0,6914000.0,0.005308070581428985
41958,United States of America,1982,male,15-24 years,4161.0,20990500.0,0.01982325337652748
41959,United States of America,1982,male,25-34 years,4939.0,19532000.0,0.02528670899037477
41960,United States of America,1982,male,35-54 years,5721.0,24615500.0,0.023241453555686457
41961,United States of America,1982,male,5-14 years,160.0,17374500.0,0.0009208898097786986
41962,United States of America,1982,male,55-74 years,4890.0,17325000.0,0.028225108225108226
41963,United States of America,1982,male,75+ years,1740.0,3774000.0,0.046104928457869634
41964,United States of America,1983,female,15-24 years,864.0,20735000.0,0.004166867615143477
41965,United States of America,1983,female,25-34 years,1321.0,19979000.0,0.00661194253966665
41966,United States of America,1983,female,35-54 years,2176.0,26109000.0,0.008334290857558695
41967,United States of America,1983,female,5-14 years,53.0,16782000.0,0.0003158145632225003
41968,United States of America,1983,female,55-74 years,1666.0,21124000.0,0.007886763870479076
41969,United States of America,1983,female,75+ years,428.0,6987000.0,0.006125661943609561
41970,United States of America,1983,male,15-24 years,3981.0,21212000.0,0.018767678672449557
41971,United States of America,1983,male,25-34 years,5017.0,19739000.0,0.025416687775469883
41972,United States of America,1983,male,35-54 years,5759.0,24876000.0,0.023150828107412768
41973,United States of America,1983,male,5-14 years,152.0,17558000.0,0.000865702243991343
41974,United States of America,1983,male,55-74 years,4931.0,17508000.0,0.0281642677633082
41975,United States of America,1983,male,75+ years,1932.0,3814000.0,0.050655479811221815
41976,United States of America,1984,female,15-24 years,877.0,19872000.0,0.004413244766505636
41977,United States of America,1984,female,25-34 years,1267.0,20663000.0,0.006131733049411993
41978,United States of America,1984,female,35-54 years,2267.0,27106000.0,0.00836346196414078
41979,United States of America,1984,female,5-14 years,55.0,16580000.0,0.0003317249698431846
41980,United States of America,1984,female,55-74 years,1696.0,21246000.0,0.007982679092535064
41981,United States of America,1984,female,75+ years,433.0,7275000.0,0.005951890034364261
41982,United States of America,1984,male,15-24 years,4149.0,20240000.0,0.02049901185770751
41983,United States of America,1984,male,25-34 years,5125.0,20567000.0,0.024918558856420477
41984,United States of America,1984,male,35-54 years,5983.0,25932000.0,0.023071880302329168
41985,United States of America,1984,male,5-14 years,177.0,17394000.0,0.0010175922731976545
41986,United States of America,1984,male,55-74 years,5295.0,17802000.0,0.029743849005729697
41987,United States of America,1984,male,75+ years,1943.0,3958000.0,0.049090449722081854
41988,United States of America,1985,female,15-24 years,854.0,19589000.0,0.004359589565572515
41989,United States of America,1985,female,25-34 years,1242.0,21041000.0,0.005902761275604771
41990,United States of America,1985,female,35-54 years,2105.0,27763000.0,0.0075820336418974885
41991,United States of America,1985,female,5-14 years,73.0,16553000.0,0.0004410076723252583
41992,United States of America,1985,female,55-74 years,1568.0,21366000.0,0.007338762519891416
41993,United States of America,1985,female,75+ years,466.0,7469000.0,0.0062391217030392295
41994,United States of America,1985,male,15-24 years,4267.0,19962000.0,0.021375613665965337
41995,United States of America,1985,male,25-34 years,5134.0,20986000.0,0.024463928333174494
41996,United States of America,1985,male,35-54 years,6053.0,26589000.0,0.022765053217495956
41997,United States of America,1985,male,5-14 years,205.0,17370000.0,0.0011801957397812321
41998,United States of America,1985,male,55-74 years,5302.0,17971000.0,0.029503088308942185
41999,United States of America,1985,male,75+ years,2177.0,4064000.0,0.053567913385826775
42000,United States of America,1986,female,15-24 years,844.0,19313000.0,0.004370113395122457
42001,United States of America,1986,female,25-34 years,1261.0,21391000.0,0.005895002571174793
42002,United States of America,1986,female,35-54 years,2299.0,28520000.0,0.008061009817671808
42003,United States of America,1986,female,5-14 years,56.0,16517000.0,0.00033904462069383063
42004,United States of America,1986,female,55-74 years,1696.0,21455000.0,0.007904917268701935
42005,United States of America,1986,female,75+ years,521.0,7669000.0,0.006793584561220498
42006,United States of America,1986,male,15-24 years,4276.0,19715000.0,0.02168906923662186
42007,United States of America,1986,male,25-34 years,5450.0,21393000.0,0.02547562286729304
42008,United States of America,1986,male,35-54 years,6450.0,27363000.0,0.023571976756934548
42009,United States of America,1986,male,5-14 years,199.0,17338000.0,0.0011477679086399815
42010,United States of America,1986,male,55-74 years,5500.0,18101000.0,0.030385061598806697
42011,United States of America,1986,male,75+ years,2340.0,4178000.0,0.05600765916706558
42012,United States of America,1987,female,15-24 years,815.0,18925000.0,0.0043064729194187586
42013,United States of America,1987,female,25-34 years,1285.0,21645000.0,0.005936705936705936
42014,United States of America,1987,female,35-54 years,2270.0,29359000.0,0.007731870976531898
42015,United States of America,1987,female,5-14 years,52.0,16660000.0,0.000312124849939976
42016,United States of America,1987,female,55-74 years,1596.0,21497000.0,0.007424291761641159
42017,United States of America,1987,female,75+ years,504.0,7872000.0,0.006402439024390244
42018,United States of America,1987,male,15-24 years,4109.0,19327000.0,0.02126041289387903
42019,United States of America,1987,male,25-34 years,5370.0,21670000.0,0.024780802953391787
42020,United States of America,1987,male,35-54 years,6569.0,28222000.0,0.023276167528878178
42021,United States of America,1987,male,5-14 years,199.0,17486000.0,0.0011380532997826833
42022,United States of America,1987,male,55-74 years,5482.0,18190000.0,0.03013743815283123
42023,United States of America,1987,male,75+ years,2532.0,4295000.0,0.0589522700814901
42024,United States of America,1988,female,15-24 years,786.0,18501000.0,0.004248419004378142
42025,United States of America,1988,female,25-34 years,1247.0,21822000.0,0.005714416643754009
42026,United States of America,1988,female,35-54 years,2209.0,30281000.0,0.007295003467520888
42027,United States of America,1988,female,5-14 years,62.0,16904000.0,0.0003667770941788926
42028,United States of America,1988,female,55-74 years,1504.0,21491000.0,0.006998278349076358
42029,United States of America,1988,female,75+ years,519.0,8062000.0,0.0064376085338625644
42030,United States of America,1988,male,15-24 years,4143.0,18897000.0,0.021924114938879188
42031,United States of America,1988,male,25-34 years,5463.0,21853000.0,0.024998855992312267
42032,United States of America,1988,male,35-54 years,6528.0,29147000.0,0.022396816138882218
42033,United States of America,1988,male,5-14 years,181.0,17751000.0,0.0010196608641766661
42034,United States of America,1988,male,55-74 years,5198.0,18235000.0,0.02850562105840417
42035,United States of America,1988,male,75+ years,2548.0,4409000.0,0.0577908822862327
42036,United States of America,1989,female,15-24 years,764.0,18055000.0,0.004231514815840488
42037,United States of America,1989,female,25-34 years,1226.0,21892000.0,0.005600219258176503
42038,United States of America,1989,female,35-54 years,2159.0,31264000.0,0.006905706243602866
42039,United States of America,1989,female,5-14 years,56.0,17151000.0,0.00032651157366917383
42040,United States of America,1989,female,55-74 years,1432.0,21480000.0,0.006666666666666667
42041,United States of America,1989,female,75+ years,491.0,8262000.0,0.005942870975550714
42042,United States of America,1989,male,15-24 years,4106.0,18459000.0,0.02224389186846525
42043,United States of America,1989,male,25-34 years,5339.0,21943000.0,0.024331221801941395
42044,United States of America,1989,male,35-54 years,6814.0,30135000.0,0.022611581217852995
42045,United States of America,1989,male,5-14 years,184.0,18010000.0,0.0010216546363131594
42046,United States of America,1989,male,55-74 years,5185.0,18295000.0,0.028341076796939056
42047,United States of America,1989,male,75+ years,2462.0,4541000.0,0.05421713279013433
42048,United States of America,1990,female,15-24 years,709.0,18097900.0,0.003917581597864946
42049,United States of America,1990,female,25-34 years,1211.0,21596400.0,0.005607416050823285
42050,United States of America,1990,female,35-54 years,2175.0,31749500.0,0.00685050158270209
42051,United States of America,1990,female,5-14 years,69.0,17124400.0,0.0004029338254187008
42052,United States of America,1990,female,55-74 years,1504.0,21296300.0,0.007062259641346149
42053,United States of America,1990,female,75+ years,511.0,8447400.0,0.006049198569974193
42054,United States of America,1990,male,15-24 years,4160.0,18915400.0,0.02199266206371528
42055,United States of America,1990,male,25-34 years,5339.0,21564300.0,0.024758512912545272
42056,United States of America,1990,male,35-54 years,7260.0,30742000.0,0.023615900071563334
42057,United States of America,1990,male,5-14 years,195.0,17970800.0,0.0010850935962784072
42058,United States of America,1990,male,55-74 years,5109.0,17861900.0,0.028602780219349568
42059,United States of America,1990,male,75+ years,2653.0,4585900.0,0.05785123966942149
42060,United States of America,1991,female,15-24 years,678.0,17790000.0,0.003811129848229342
42061,United States of America,1991,female,25-34 years,1153.0,21450000.0,0.005375291375291375
42062,United States of America,1991,female,35-54 years,2296.0,33017000.0,0.006953993397340763
42063,United States of America,1991,female,5-14 years,58.0,17520000.0,0.0003310502283105023
42064,United States of America,1991,female,55-74 years,1342.0,21331000.0,0.006291313112371666
42065,United States of America,1991,female,75+ years,511.0,8705000.0,0.005870189546237794
42066,United States of America,1991,male,15-24 years,4073.0,18609000.0,0.021887258853243056
42067,United States of America,1991,male,25-34 years,5361.0,21427000.0,0.025019834787884446
42068,United States of America,1991,male,35-54 years,7454.0,31995000.0,0.02329739021722144
42069,United States of America,1991,male,5-14 years,208.0,18388000.0,0.0011311725038068306
42070,United States of America,1991,male,55-74 years,4983.0,17954000.0,0.027754260888938398
42071,United States of America,1991,male,75+ years,2673.0,4769000.0,0.05604948626546446
42072,United States of America,1992,female,15-24 years,649.0,17668700.0,0.0036731621454889154
42073,United States of America,1992,female,25-34 years,1070.0,21212300.0,0.005044243198521612
42074,United States of America,1992,female,35-54 years,2348.0,34156600.0,0.0068742205020406
42075,United States of America,1992,female,5-14 years,82.0,17783300.0,0.0004611067687099695
42076,United States of America,1992,female,55-74 years,1325.0,21346900.0,0.006206990242142887
42077,United States of America,1992,female,75+ years,549.0,8898100.0,0.006169856486216158
42078,United States of America,1992,male,15-24 years,4044.0,18478000.0,0.02188548544214742
42079,United States of America,1992,male,25-34 years,5102.0,21232500.0,0.024029200518073706
42080,United States of America,1992,male,35-54 years,7679.0,33165400.0,0.023153648079022114
42081,United States of America,1992,male,5-14 years,232.0,18668200.0,0.0012427550594058345
42082,United States of America,1992,male,55-74 years,4818.0,18038900.0,0.026708945667418743
42083,United States of America,1992,male,75+ years,2573.0,4916700.0,0.05233184859763663
42084,United States of America,1993,female,15-24 years,730.0,17630000.0,0.004140669313669881
42085,United States of America,1993,female,25-34 years,1089.0,20933400.0,0.005202212731806586
42086,United States of America,1993,female,35-54 years,2362.0,35236400.0,0.006703295455835443
42087,United States of America,1993,female,5-14 years,88.0,18078200.0,0.0004867741257426071
42088,United States of America,1993,female,55-74 years,1304.0,21398900.0,0.006093771175153863
42089,United States of America,1993,female,75+ years,519.0,9090400.0,0.005709319721904427
42090,United States of America,1993,male,15-24 years,4119.0,18399400.0,0.022386599563029227
42091,United States of America,1993,male,25-34 years,5218.0,20942000.0,0.024916435870499475
42092,United States of America,1993,male,35-54 years,7976.0,34205000.0,0.02331822832919164
42093,United States of America,1993,male,5-14 years,233.0,18972100.0,0.0012281191855408732
42094,United States of America,1993,male,55-74 years,4797.0,18163000.0,0.026410835214446954
42095,United States of America,1993,male,75+ years,2649.0,5043500.0,0.05252304946961436
42096,United States of America,1994,female,15-24 years,654.0,17595500.0,0.003716859424284618
42097,United States of America,1994,female,25-34 years,1059.0,20677400.0,0.005121533655101705
42098,United States of America,1994,female,35-54 years,2472.0,36290200.0,0.006811756341932533
42099,United States of America,1994,female,5-14 years,88.0,18351800.0,0.0004795169956080602
42100,United States of America,1994,female,55-74 years,1179.0,21456100.0,0.0054949408326769545
42101,United States of America,1994,female,75+ years,514.0,9261000.0,0.005550156570564734
42102,United States of America,1994,male,15-24 years,4302.0,18347400.0,0.02344746394584519
42103,United States of America,1994,male,25-34 years,5295.0,20676800.0,0.025608411359591427
42104,United States of America,1994,male,35-54 years,8199.0,35239700.0,0.02326637286923555
42105,United States of America,1994,male,5-14 years,234.0,19259500.0,0.0012149848126898413
42106,United States of America,1994,male,55-74 years,4498.0,18273200.0,0.024615283584703284
42107,United States of America,1994,male,75+ years,2629.0,5185500.0,0.050699064699643234
42108,United States of America,1995,female,15-24 years,652.0,17594600.0,0.0037056824252895775
42109,United States of America,1995,female,25-34 years,1058.0,20441200.0,0.00517582138034949
42110,United States of America,1995,female,35-54 years,2454.0,37303100.0,0.0065785417297758095
42111,United States of America,1995,female,5-14 years,77.0,18606000.0,0.00041384499623777274
42112,United States of America,1995,female,55-74 years,1157.0,21504100.0,0.005380369324919434
42113,United States of America,1995,female,75+ years,516.0,9426600.0,0.005473871809560181
42114,United States of America,1995,male,15-24 years,4132.0,18352000.0,0.02251525719267655
42115,United States of America,1995,male,25-34 years,5234.0,20432000.0,0.02561667971808927
42116,United States of America,1995,male,35-54 years,8545.0,36243300.0,0.023576771430857565
42117,United States of America,1995,male,5-14 years,260.0,19528500.0,0.0013313874593542771
42118,United States of America,1995,male,55-74 years,4607.0,18386200.0,0.025056836105339878
42119,United States of America,1995,male,75+ years,2580.0,5346600.0,0.04825496577264055
42120,United States of America,1996,female,15-24 years,634.0,17604000.0,0.003601454214951147
42121,United States of America,1996,female,25-34 years,1013.0,20176900.0,0.005020592856187026
42122,United States of America,1996,female,35-54 years,2594.0,38357900.0,0.006762622562757606
42123,United States of America,1996,female,5-14 years,77.0,18740800.0,0.00041086826602919834
42124,United States of America,1996,female,55-74 years,1118.0,21540200.0,0.005190295354732082
42125,United States of America,1996,female,75+ years,463.0,9635400.0,0.004805197500882164
42126,United States of America,1996,male,15-24 years,3724.0,18617800.0,0.02000236332971672
42127,United States of America,1996,male,25-34 years,4848.0,20191300.0,0.02401034108749808
42128,United States of America,1996,male,35-54 years,8984.0,37405100.0,0.02401811517680744
42129,United States of America,1996,male,5-14 years,225.0,19681500.0,0.0011432055483575946
42130,United States of America,1996,male,55-74 years,4613.0,18490700.0,0.02494767639948731
42131,United States of America,1996,male,75+ years,2586.0,5556200.0,0.04654260105827724
42132,United States of America,1997,female,15-24 years,627.0,17773900.0,0.0035276444674494627
42133,United States of America,1997,female,25-34 years,988.0,19799100.0,0.004990125813799617
42134,United States of America,1997,female,35-54 years,2758.0,39291000.0,0.007019419205415998
42135,United States of America,1997,female,5-14 years,74.0,18917200.0,0.00039117839849449175
42136,United States of America,1997,female,55-74 years,1095.0,21652100.0,0.005057246179354428
42137,United States of America,1997,female,75+ years,499.0,9836300.0,0.005073045759076075
42138,United States of America,1997,male,15-24 years,3559.0,18805800.0,0.018925012496144804
42139,United States of America,1997,male,25-34 years,4684.0,19810400.0,0.023644146508904416
42140,United States of America,1997,male,35-54 years,8920.0,38339600.0,0.023265761771119157
42141,United States of America,1997,male,5-14 years,233.0,19860900.0,0.0011731593230921056
42142,United States of America,1997,male,55-74 years,4514.0,18659400.0,0.024191560285968465
42143,United States of America,1997,male,75+ years,2566.0,5740700.0,0.044698381730450994
42144,United States of America,1998,female,15-24 years,603.0,18171800.0,0.0033183283989478207
42145,United States of America,1998,female,25-34 years,961.0,19520600.0,0.004923004415847873
42146,United States of America,1998,female,35-54 years,2776.0,40104100.0,0.006921985532651274
42147,United States of America,1998,female,5-14 years,83.0,19112800.0,0.00043426394876731824
42148,United States of America,1998,female,55-74 years,1094.0,22016000.0,0.004969113372093023
42149,United States of America,1998,female,75+ years,520.0,10057000.0,0.00517052799045441
42150,United States of America,1998,male,15-24 years,3532.0,19041700.0,0.018548764028421833
42151,United States of America,1998,male,25-34 years,4404.0,19253800.0,0.022873406808006733
42152,United States of America,1998,male,35-54 years,9192.0,39000700.0,0.02356880773934827
42153,United States of America,1998,male,5-14 years,241.0,20049800.0,0.0012020070025636166
42154,United States of America,1998,male,55-74 years,4466.0,19055300.0,0.023437049009986725
42155,United States of America,1998,male,75+ years,2686.0,5948900.0,0.045151204424347356
42156,United States of America,1999,female,15-24 years,575.0,18439463.0,0.0031183120679815894
42157,United States of America,1999,female,25-34 years,912.0,19109524.0,0.004772489361849097
42158,United States of America,1999,female,35-54 years,2674.0,40861603.0,0.0065440408688812336
42159,United States of America,1999,female,5-14 years,50.0,19275566.0,0.00025939575522710985
42160,United States of America,1999,female,55-74 years,1061.0,22258230.0,0.0047667761542584475
42161,United States of America,1999,female,75+ years,469.0,10210401.0,0.004593355344222034
42162,United States of America,1999,male,15-24 years,3326.0,19334049.0,0.01720281147523729
42163,United States of America,1999,male,25-34 years,4194.0,18826288.0,0.022277360252854945
42164,United States of America,1999,male,35-54 years,8873.0,39753404.0,0.022320101191837558
42165,United States of America,1999,male,5-14 years,194.0,20219664.0,0.0009594620365600536
42166,United States of America,1999,male,55-74 years,4306.0,19349103.0,0.022254261605822244
42167,United States of America,1999,male,75+ years,2549.0,6111376.0,0.04170910119095929
42168,United States of America,2000,female,15-24 years,570.0,19105073.0,0.0029835007696646853
42169,United States of America,2000,female,25-34 years,854.0,19771195.0,0.0043194151896230855
42170,United States of America,2000,female,35-54 years,2736.0,41881451.0,0.00653272495262879
42171,United States of America,2000,female,5-14 years,63.0,20034103.0,0.0003144637920649604
42172,United States of America,2000,female,55-74 years,1084.0,22717040.0,0.00477174843201403
42173,United States of America,2000,female,75+ years,425.0,10494416.0,0.004049772755339602
42174,United States of America,2000,male,15-24 years,3424.0,20078818.0,0.017052796633746068
42175,United States of America,2000,male,25-34 years,3938.0,20120529.0,0.019572050019162023
42176,United States of America,2000,male,35-54 years,9263.0,40945028.0,0.022623015424485728
42177,United States of America,2000,male,5-14 years,244.0,21043474.0,0.0011595043670070827
42178,United States of America,2000,male,55-74 years,4153.0,19948630.0,0.020818472245963757
42179,United States of America,2000,male,75+ years,2589.0,6106351.0,0.04239847987775351
42180,United States of America,2001,female,15-24 years,562.0,19463211.0,0.002887498881864868
42181,United States of America,2001,female,25-34 years,871.0,19593734.0,0.004445298685794142
42182,United States of America,2001,female,35-54 years,2893.0,42567863.0,0.0067962068004212475
42183,United States of America,2001,female,5-14 years,65.0,20032634.0,0.0003244705613849881
42184,United States of America,2001,female,55-74 years,1146.0,23170384.0,0.004945968957614168
42185,United States of America,2001,female,75+ years,412.0,10691894.0,0.00385338650009063
42186,United States of America,2001,male,15-24 years,3409.0,20485156.0,0.016641318230625143
42187,United States of America,2001,male,25-34 years,4199.0,20013572.0,0.02098076245459831
42188,United States of America,2001,male,35-54 years,9684.0,41638996.0,0.023257044910496884
42189,United States of America,2001,male,5-14 years,214.0,21032860.0,0.0010174555433735593
42190,United States of America,2001,male,55-74 years,4603.0,20451417.0,0.02250699792586499
42191,United States of America,2001,male,75+ years,2549.0,6285825.0,0.040551558466867914
42192,United States of America,2002,female,15-24 years,578.0,19768514.0,0.0029238414177211298
42193,United States of America,2002,female,25-34 years,911.0,19725528.0,0.004618380810896418
42194,United States of America,2002,female,35-54 years,3058.0,42957716.0,0.007118628001544588
42195,United States of America,2002,female,5-14 years,65.0,20024727.0,0.00032459868241899127
42196,United States of America,2002,female,55-74 years,1191.0,23790625.0,0.0050061736503349535
42197,United States of America,2002,female,75+ years,443.0,10856838.0,0.004080377730606278
42198,United States of America,2002,male,15-24 years,3432.0,20821269.0,0.016483145191582702
42199,United States of America,2002,male,25-34 years,4135.0,20202776.0,0.020467484270478474
42200,United States of America,2002,male,35-54 years,10101.0,42042827.0,0.024025501425011215
42201,United States of America,2002,male,5-14 years,199.0,21012559.0,0.0009470526650276151
42202,United States of America,2002,male,55-74 years,4890.0,21085316.0,0.023191494972140802
42203,United States of America,2002,male,75+ years,2642.0,6470864.0,0.04082916902596006
42204,United States of America,2003,female,15-24 years,607.0,20023561.0,0.003031428825272388
42205,United States of America,2003,female,25-34 years,909.0,19650112.0,0.004625927831861721
42206,United States of America,2003,female,35-54 years,3058.0,42997878.0,0.007111978874864476
42207,United States of America,2003,female,5-14 years,56.0,19991981.0,0.00028011231103110794
42208,United States of America,2003,female,55-74 years,1237.0,24463095.0,0.005056596477265039
42209,United States of America,2003,female,75+ years,414.0,10983008.0,0.003769459149988783
42210,United States of America,2003,male,15-24 years,3381.0,21182602.0,0.015961211941762397
42211,United States of America,2003,male,25-34 years,4156.0,20222486.0,0.020551380280347333
42212,United States of America,2003,male,35-54 years,10025.0,42177315.0,0.023768701255639436
42213,United States of America,2003,male,5-14 years,194.0,20976656.0,0.0009248375908915129
42214,United States of America,2003,male,55-74 years,4941.0,21773685.0,0.022692529996645033
42215,United States of America,2003,male,75+ years,2499.0,6599131.0,0.03786862239891889
42216,United States of America,2004,female,15-24 years,720.0,20262722.0,0.0035533231912277135
42217,United States of America,2004,female,25-34 years,932.0,19695906.0,0.004731947847435909
42218,United States of America,2004,female,35-54 years,3399.0,43240905.0,0.007860612538058582
42219,United States of America,2004,female,5-14 years,98.0,19890450.0,0.000492698757443899
42220,United States of America,2004,female,55-74 years,1301.0,25115333.0,0.005180102529399072
42221,United States of America,2004,female,75+ years,423.0,11104411.0,0.003809297044210629
42222,United States of America,2004,male,15-24 years,3596.0,21438383.0,0.016773653124864875
42223,United States of America,2004,male,25-34 years,4142.0,20336031.0,0.020367789565230304
