,Year,Entity,variable,value
9401,2001,Oman,Terrorism,
9402,2001,England,Terrorism,
9403,2001,Burkina Faso,Terrorism,
9404,2001,Southeast Asia,Terrorism,311.0
9405,2001,Burundi,Terrorism,166.0
9406,2001,North America,Terrorism,3021.0
9407,2001,El Salvador,Terrorism,
9408,2001,"Southeast Asia, East Asia, and Oceania",Terrorism,
9409,2001,Egypt,Terrorism,
9410,2001,Middle East & North Africa,Terrorism,907.0
9411,2001,Ecuador,Terrorism,0.0
9412,2001,Malawi,Terrorism,
9413,2001,Estonia,Terrorism,1.0
9414,2001,Uganda,Terrorism,56.0
9415,2001,Trinidad and Tobago,Terrorism,
9416,2001,North Korea,Terrorism,
9417,2001,Ukraine,Terrorism,
9418,2001,South America,Terrorism,593.0
9419,2001,Cape Verde,Terrorism,
9420,2001,Low-middle SDI,Terrorism,
9421,2001,Dominican Republic,Terrorism,
9422,2001,Spain,Terrorism,14.0
9423,2001,Pakistan,Terrorism,109.0
9424,2001,Canada,Terrorism,
9425,2001,Ethiopia,Terrorism,
9426,2001,North Africa and Middle East,Terrorism,
9427,2001,East Asia,Terrorism,9.0
9428,2001,Botswana,Terrorism,
9429,2001,Oceania,Terrorism,
9430,2001,South Asia,Terrorism,1367.0
9431,2001,Southern Sub-Saharan Africa,Terrorism,
9432,2001,Tropical Latin America,Terrorism,
9433,2001,Eswatini,Terrorism,
9434,2001,Micronesia (country),Terrorism,
9435,2001,Eastern Europe,Terrorism,294.0
9436,2001,Brazil,Terrorism,1.0
9437,2001,Middle SDI,Terrorism,
9438,2001,Dominica,Terrorism,
9439,2001,Greenland,Terrorism,
9440,2001,United States,Terrorism,3008.0
9441,2001,Central Sub-Saharan Africa,Terrorism,
9442,2001,Haiti,Terrorism,0.0
9443,2001,Niger,Terrorism,
9444,2001,Syria,Terrorism,
9445,2001,Vanuatu,Terrorism,
9446,2001,Lesotho,Terrorism,
9447,2001,Mauritania,Terrorism,
9448,2001,Guyana,Terrorism,0.0
9449,2001,Bahrain,Terrorism,
9450,2001,Serbia,Terrorism,
9451,2001,Tanzania,Terrorism,2.0
9452,2001,Singapore,Terrorism,
9453,2001,Papua New Guinea,Terrorism,
9454,2001,Malta,Terrorism,
9455,2001,Central Latin America,Terrorism,
9456,2001,Costa Rica,Terrorism,1.0
9457,2001,Guinea-Bissau,Terrorism,0.0
9458,2001,Morocco,Terrorism,
9459,2001,Switzerland,Terrorism,14.0
9460,2001,Uzbekistan,Terrorism,
9461,2001,Thailand,Terrorism,11.0
9462,2001,Congo,Terrorism,0.0
9463,2001,Comoros,Terrorism,
9464,2001,Senegal,Terrorism,28.0
9465,2001,Bahamas,Terrorism,
9466,2001,Tajikistan,Terrorism,8.0
9467,2001,Northern Ireland,Terrorism,
9468,2001,Paraguay,Terrorism,
9469,2001,High-middle SDI,Terrorism,
9470,2001,Taiwan,Terrorism,2.0
9471,2001,Vietnam,Terrorism,0.0
9472,2001,Saudi Arabia,Terrorism,2.0
9473,2001,Austria,Terrorism,
9474,2001,Chile,Terrorism,0.0
9475,2001,High-income Asia Pacific,Terrorism,
9476,2001,China,Terrorism,7.0
9477,2001,Mozambique,Terrorism,
9478,2001,Scotland,Terrorism,
9479,2001,Lebanon,Terrorism,0.0
9480,2001,Marshall Islands,Terrorism,
9481,2001,Colombia,Terrorism,576.0
9482,2001,High-income,Terrorism,
9483,2001,Azerbaijan,Terrorism,1.0
9484,2001,Venezuela,Terrorism,0.0
9485,2001,Chad,Terrorism,
9486,2001,High SDI,Terrorism,
9487,2001,Guinea,Terrorism,
9488,2001,Bangladesh,Terrorism,57.0
9489,2001,Turkey,Terrorism,17.0
9490,2001,Panama,Terrorism,
9491,2001,Uruguay,Terrorism,
9492,2001,Barbados,Terrorism,
9493,2001,"Central Europe, Eastern Europe, and Central Asia",Terrorism,
9494,2001,Belarus,Terrorism,0.0
9495,2001,Grenada,Terrorism,
9496,2001,Mauritius,Terrorism,
9497,2001,Montenegro,Terrorism,1.0
9498,2001,Belgium,Terrorism,
9499,2001,Sierra Leone,Terrorism,
9500,2001,Central Europe,Terrorism,
9501,2001,Croatia,Terrorism,0.0
9502,2001,Guatemala,Terrorism,1.0
9503,2001,Guam,Terrorism,
9504,2001,Timor,Terrorism,
9505,2001,Liberia,Terrorism,1.0
9506,2001,Sweden,Terrorism,
9507,2001,Seychelles,Terrorism,
9508,2001,Northern Mariana Islands,Terrorism,
9509,2001,Cote d'Ivoire,Terrorism,12.0
9510,2001,Cuba,Terrorism,
9511,2002,Timor,Terrorism,
9512,2002,Cameroon,Terrorism,
9513,2002,Romania,Terrorism,
9514,2002,Poland,Terrorism,
9515,2002,Sub-Saharan Africa,Terrorism,1041.0
9516,2002,Malawi,Terrorism,1.0
9517,2002,Albania,Terrorism,
9518,2002,Central Asia,Terrorism,3.0
9519,2002,Andean Latin America,Terrorism,
9520,2002,Eastern Europe,Terrorism,518.0
9521,2002,Colombia,Terrorism,356.0
9522,2002,Micronesia (country),Terrorism,
9523,2002,Chad,Terrorism,21.0
9524,2002,Tropical Latin America,Terrorism,
9525,2002,Sudan,Terrorism,589.0
9526,2002,Kiribati,Terrorism,
9527,2002,Zimbabwe,Terrorism,8.0
9528,2002,Portugal,Terrorism,
9529,2002,Eastern Sub-Saharan Africa,Terrorism,
9530,2002,Cuba,Terrorism,
9531,2002,Madagascar,Terrorism,0.0
9532,2002,Egypt,Terrorism,
9533,2002,Tajikistan,Terrorism,
9534,2002,Mali,Terrorism,
9535,2002,Northern Ireland,Terrorism,
9536,2002,"Southeast Asia, East Asia, and Oceania",Terrorism,
9537,2002,Italy,Terrorism,1.0
9538,2002,Taiwan,Terrorism,
9539,2002,Philippines,Terrorism,125.0
9540,2002,Marshall Islands,Terrorism,
9541,2002,Central Europe,Terrorism,
9542,2002,Ecuador,Terrorism,0.0
9543,2002,Chile,Terrorism,0.0
9544,2002,Suriname,Terrorism,
9545,2002,Mauritius,Terrorism,
9546,2002,Cambodia,Terrorism,4.0
9547,2002,Tunisia,Terrorism,21.0
9548,2002,China,Terrorism,1.0
9549,2002,Cyprus,Terrorism,
9550,2002,Kyrgyzstan,Terrorism,2.0
9551,2002,Southern Latin America,Terrorism,
9552,2002,Burundi,Terrorism,67.0
9553,2002,Jamaica,Terrorism,
9554,2002,Algeria,Terrorism,615.0
9555,2002,Puerto Rico,Terrorism,
9556,2002,Malta,Terrorism,
9557,2002,Malaysia,Terrorism,
9558,2002,Djibouti,Terrorism,
9559,2002,Central Latin America,Terrorism,
9560,2002,Kenya,Terrorism,16.0
9561,2002,Caribbean,Terrorism,
9562,2002,North Korea,Terrorism,
9563,2002,Democratic Republic of Congo,Terrorism,16.0
9564,2002,Japan,Terrorism,0.0
9565,2002,Mexico,Terrorism,
9566,2002,"Central Europe, Eastern Europe, and Central Asia",Terrorism,
9567,2002,Qatar,Terrorism,
9568,2002,Norway,Terrorism,
9569,2002,Denmark,Terrorism,
9570,2002,Costa Rica,Terrorism,
9571,2002,Switzerland,Terrorism,
9572,2002,Zambia,Terrorism,0.0
9573,2002,Cote d'Ivoire,Terrorism,3.0
9574,2002,Central African Republic,Terrorism,
9575,2002,Thailand,Terrorism,16.0
9576,2002,Maldives,Terrorism,
9577,2002,Tonga,Terrorism,
9578,2002,North Macedonia,Terrorism,3.0
9579,2002,Sri Lanka,Terrorism,3.0
9580,2002,Oceania,Terrorism,
9581,2002,Afghanistan,Terrorism,74.0
9582,2002,American Samoa,Terrorism,
9583,2002,Togo,Terrorism,
9584,2002,Southern Sub-Saharan Africa,Terrorism,
9585,2002,Northern Mariana Islands,Terrorism,
9586,2002,East Asia,Terrorism,1.0
9587,2002,Comoros,Terrorism,
9588,2002,Croatia,Terrorism,
9589,2002,Tanzania,Terrorism,24.0
9590,2002,Nepal,Terrorism,486.0
9591,2002,Canada,Terrorism,
9592,2002,Syria,Terrorism,
9593,2002,Dominican Republic,Terrorism,
9594,2002,Czechia,Terrorism,
9595,2002,Kuwait,Terrorism,4.0
9596,2002,Yugoslavia,Terrorism,0.0
9597,2002,Spain,Terrorism,5.0
9598,2002,Cape Verde,Terrorism,
9599,2002,Jordan,Terrorism,3.0
9600,2002,Trinidad and Tobago,Terrorism,
9601,2002,Mauritania,Terrorism,
9602,2002,Dominica,Terrorism,
9603,2002,Central America & Caribbean,Terrorism,0.0
9604,2002,Central Sub-Saharan Africa,Terrorism,
9605,2002,Sweden,Terrorism,
9606,2002,Congo,Terrorism,17.0
9607,2002,Kazakhstan,Terrorism,
9608,2002,Kosovo,Terrorism,1.0
9609,2002,Middle East & North Africa,Terrorism,1175.0
9610,2002,Greece,Terrorism,0.0
9611,2002,Libya,Terrorism,
9612,2002,United States Virgin Islands,Terrorism,
9613,2002,Armenia,Terrorism,
9614,2002,Greenland,Terrorism,
9615,2002,Singapore,Terrorism,
9616,2002,Peru,Terrorism,9.0
9617,2002,India,Terrorism,599.0
9618,2002,Belgium,Terrorism,0.0
9619,2002,Montenegro,Terrorism,
9620,2002,Belarus,Terrorism,
9621,2002,Guam,Terrorism,
9622,2002,Panama,Terrorism,
9623,2002,Sierra Leone,Terrorism,
9624,2002,Uruguay,Terrorism,
9625,2002,Iceland,Terrorism,
9626,2002,Grenada,Terrorism,
9627,2002,Latin America and Caribbean,Terrorism,
9628,2002,Belize,Terrorism,
9629,2002,Saint Vincent and the Grenadines,Terrorism,
9630,2002,Solomon Islands,Terrorism,1.0
9631,2002,United Kingdom,Terrorism,2.0
9632,2002,Georgia,Terrorism,1.0
9633,2002,Palestine,Terrorism,177.0
9634,2002,Lithuania,Terrorism,
9635,2002,Indonesia,Terrorism,246.0
9636,2002,Bermuda,Terrorism,
9637,2002,Germany,Terrorism,0.0
9638,2002,Slovenia,Terrorism,
9639,2002,Turkey,Terrorism,0.0
9640,2002,United States,Terrorism,4.0
9641,2002,Western Europe,Terrorism,9.0
9642,2002,Mongolia,Terrorism,
9643,2002,Ghana,Terrorism,
9644,2002,Benin,Terrorism,
9645,2002,Nigeria,Terrorism,28.0
9646,2002,Slovakia,Terrorism,
9647,2002,Barbados,Terrorism,
9648,2002,Guatemala,Terrorism,
9649,2002,Liberia,Terrorism,3.0
9650,2002,Seychelles,Terrorism,
9651,2002,High SDI,Terrorism,
9652,2002,Venezuela,Terrorism,0.0
9653,2002,Azerbaijan,Terrorism,0.0
9654,2002,Sao Tome and Principe,Terrorism,
9655,2002,High-income,Terrorism,
9656,2002,Lebanon,Terrorism,2.0
9657,2002,Scotland,Terrorism,
9658,2002,Latvia,Terrorism,
9659,2002,Honduras,Terrorism,0.0
9660,2002,Mozambique,Terrorism,
9661,2002,Austria,Terrorism,
9662,2002,High-income Asia Pacific,Terrorism,
9663,2002,Saudi Arabia,Terrorism,1.0
9664,2002,Vietnam,Terrorism,
9665,2002,High-middle SDI,Terrorism,
9666,2002,Paraguay,Terrorism,
9667,2002,Australia,Terrorism,
9668,2002,Senegal,Terrorism,8.0
9669,2002,International,Terrorism,1.0
9670,2002,Australasia & Oceania,Terrorism,1.0
9671,2002,Haiti,Terrorism,0.0
9672,2002,Bangladesh,Terrorism,21.0
9673,2002,Samoa,Terrorism,
9674,2002,Guinea,Terrorism,
9675,2002,Australasia,Terrorism,
9676,2002,Myanmar,Terrorism,5.0
9677,2002,Uzbekistan,Terrorism,
9678,2002,Guinea-Bissau,Terrorism,
9679,2002,Morocco,Terrorism,
9680,2002,Wales,Terrorism,
9681,2002,Papua New Guinea,Terrorism,0.0
9682,2002,Hungary,Terrorism,
9683,2002,Lesotho,Terrorism,
9684,2002,Serbia,Terrorism,
9685,2002,Bahrain,Terrorism,
9686,2002,Guyana,Terrorism,4.0
9687,2002,Vanuatu,Terrorism,
9688,2002,Niger,Terrorism,
9689,2002,Bahamas,Terrorism,
9690,2002,Gambia,Terrorism,
9691,2002,Argentina,Terrorism,
9692,2002,Bhutan,Terrorism,
9693,2002,Uganda,Terrorism,173.0
9694,2002,South Sudan,Terrorism,
9695,2002,Israel,Terrorism,337.0
9696,2002,Bulgaria,Terrorism,1.0
9697,2002,Equatorial Guinea,Terrorism,
9698,2002,Oman,Terrorism,
9699,2002,South America,Terrorism,369.0
9700,2002,Low-middle SDI,Terrorism,
9701,2002,Pakistan,Terrorism,105.0
9702,2002,Iraq,Terrorism,10.0
9703,2002,Yemen,Terrorism,4.0
9704,2002,Turkmenistan,Terrorism,0.0
9705,2002,Ethiopia,Terrorism,1.0
9706,2002,Rwanda,Terrorism,
9707,2002,Brunei,Terrorism,
9708,2002,New Zealand,Terrorism,
9709,2002,Angola,Terrorism,59.0
9710,2002,Brazil,Terrorism,0.0
9711,2002,Estonia,Terrorism,
9712,2002,Nicaragua,Terrorism,
9713,2002,Middle SDI,Terrorism,
9714,2002,South Korea,Terrorism,
9715,2002,Ireland,Terrorism,
9716,2002,Namibia,Terrorism,
9717,2002,Luxembourg,Terrorism,
9718,2002,Eswatini,Terrorism,
9719,2002,North Africa and Middle East,Terrorism,
9720,2002,Botswana,Terrorism,
9721,2002,South Asia,Terrorism,1288.0
9722,2002,Saint Lucia,Terrorism,
9723,2002,Netherlands,Terrorism,1.0
9724,2002,Eritrea,Terrorism,
9725,2002,Ukraine,Terrorism,1.0
9726,2002,England,Terrorism,
9727,2002,Laos,Terrorism,
9728,2002,Gabon,Terrorism,
9729,2002,Bolivia,Terrorism,
9730,2002,Somalia,Terrorism,6.0
9731,2002,Low SDI,Terrorism,
9732,2002,Western Sub-Saharan Africa,Terrorism,
9733,2002,United Arab Emirates,Terrorism,
9734,2002,North America,Terrorism,4.0
9735,2002,El Salvador,Terrorism,
9736,2002,Bosnia-Herzegovina,Terrorism,0.0
9737,2002,Iran,Terrorism,
9738,2002,Russia,Terrorism,512.0
9739,2002,Southeast Asia,Terrorism,396.0
9740,2002,Burkina Faso,Terrorism,
9741,2002,France,Terrorism,0.0
9742,2002,South Africa,Terrorism,1.0
9743,2002,Andorra,Terrorism,
9744,2002,Antigua and Barbuda,Terrorism,
9745,2002,Bosnia and Herzegovina,Terrorism,
9746,2002,Fiji,Terrorism,
9747,2002,Finland,Terrorism,
9748,2002,Moldova,Terrorism,
9749,2003,Lesotho,Terrorism,
9750,2003,Poland,Terrorism,
9751,2003,Madagascar,Terrorism,
9752,2003,Mauritania,Terrorism,
9753,2003,Mozambique,Terrorism,
9754,2003,Luxembourg,Terrorism,
9755,2003,Philippines,Terrorism,288.0
9756,2003,Middle East & North Africa,Terrorism,1063.0
9757,2003,Northern Ireland,Terrorism,
9758,2003,North America,Terrorism,2.0
9759,2003,Kyrgyzstan,Terrorism,1.0
9760,2003,Oman,Terrorism,
9761,2003,Latvia,Terrorism,
9762,2003,Marshall Islands,Terrorism,
9763,2003,Paraguay,Terrorism,
9764,2003,Papua New Guinea,Terrorism,
9765,2003,Liberia,Terrorism,2.0
9766,2003,Malawi,Terrorism,
9767,2003,Pakistan,Terrorism,119.0
9768,2003,Malaysia,Terrorism,
9769,2003,Norway,Terrorism,0.0
9770,2003,Nigeria,Terrorism,28.0
9771,2003,Mongolia,Terrorism,
9772,2003,Nepal,Terrorism,22.0
9773,2003,Peru,Terrorism,7.0
9774,2003,Kuwait,Terrorism,1.0
9775,2003,Low SDI,Terrorism,
9776,2003,North Korea,Terrorism,
9777,2003,Mexico,Terrorism,2.0
9778,2003,Moldova,Terrorism,
9779,2003,Lithuania,Terrorism,
9780,2003,Palestine,Terrorism,60.0
9781,2003,Maldives,Terrorism,
9782,2003,Libya,Terrorism,
9783,2003,Malta,Terrorism,
9784,2003,Laos,Terrorism,10.0
9785,2003,Namibia,Terrorism,
9786,2003,North Macedonia,Terrorism,0.0
9787,2003,Niger,Terrorism,
9788,2003,Morocco,Terrorism,45.0
9789,2003,Micronesia (country),Terrorism,
9790,2003,Middle SDI,Terrorism,
9791,2003,North Africa and Middle East,Terrorism,
9792,2003,Oceania,Terrorism,
9793,2003,Montenegro,Terrorism,
9794,2003,Panama,Terrorism,
9795,2003,Northern Mariana Islands,Terrorism,
9796,2003,Low-middle SDI,Terrorism,
9797,2003,Mali,Terrorism,
9798,2003,Myanmar,Terrorism,18.0
9799,2003,Mauritius,Terrorism,
9800,2003,New Zealand,Terrorism,0.0
9801,2003,Latin America and Caribbean,Terrorism,
9802,2003,Nicaragua,Terrorism,
9803,2003,Lebanon,Terrorism,3.0
9804,2003,Netherlands,Terrorism,0.0
9805,2003,Turkmenistan,Terrorism,
9806,2003,Bulgaria,Terrorism,
9807,2003,Burkina Faso,Terrorism,
9808,2003,Slovenia,Terrorism,
9809,2003,Ghana,Terrorism,
9810,2003,Honduras,Terrorism,
9811,2003,Djibouti,Terrorism,
9812,2003,Turkey,Terrorism,67.0
9813,2003,Burundi,Terrorism,116.0
9814,2003,Denmark,Terrorism,
9815,2003,Sub-Saharan Africa,Terrorism,555.0
9816,2003,Cambodia,Terrorism,1.0
9817,2003,Tunisia,Terrorism,
9818,2003,High-middle SDI,Terrorism,
9819,2003,Saudi Arabia,Terrorism,55.0
9820,2003,Cameroon,Terrorism,
9821,2003,Slovakia,Terrorism,
9822,2003,Tropical Latin America,Terrorism,
9823,2003,Canada,Terrorism,
9824,2003,High-income Asia Pacific,Terrorism,
9825,2003,Scotland,Terrorism,
9826,2003,Brunei,Terrorism,
9827,2003,Sao Tome and Principe,Terrorism,
9828,2003,Hungary,Terrorism,
9829,2003,Brazil,Terrorism,0.0
9830,2003,Southern Sub-Saharan Africa,Terrorism,
9831,2003,United Kingdom,Terrorism,2.0
9832,2003,Indonesia,Terrorism,26.0
9833,2003,Bhutan,Terrorism,
9834,2003,India,Terrorism,472.0
9835,2003,Saint Vincent and the Grenadines,Terrorism,
9836,2003,Bolivia,Terrorism,0.0
9837,2003,East Asia,Terrorism,1.0
9838,2003,Syria,Terrorism,
9839,2003,Dominican Republic,Terrorism,
9840,2003,Greece,Terrorism,0.0
9841,2003,United Arab Emirates,Terrorism,
9842,2003,Spain,Terrorism,3.0
9843,2003,Bosnia-Herzegovina,Terrorism,0.0
9844,2003,Ukraine,Terrorism,0.0
9845,2003,Iceland,Terrorism,
9846,2003,Samoa,Terrorism,
9847,2003,Botswana,Terrorism,
9848,2003,Dominica,Terrorism,
9849,2003,Germany,Terrorism,0.0
9850,2003,Sri Lanka,Terrorism,23.0
9851,2003,Uganda,Terrorism,231.0
9852,2003,Bosnia and Herzegovina,Terrorism,
9853,2003,Cape Verde,Terrorism,
9854,2003,Democratic Republic of Congo,Terrorism,154.0
9855,2003,High-income,Terrorism,
9856,2003,Grenada,Terrorism,
9857,2003,Central Sub-Saharan Africa,Terrorism,
9858,2003,Croatia,Terrorism,
9859,2003,Serbia-Montenegro,Terrorism,2.0
9860,2003,Sweden,Terrorism,
9861,2003,Tanzania,Terrorism,
9862,2003,Chad,Terrorism,
9863,2003,Chile,Terrorism,0.0
9864,2003,Guinea-Bissau,Terrorism,1.0
9865,2003,Cote d'Ivoire,Terrorism,
9866,2003,Central Latin America,Terrorism,
9867,2003,Tajikistan,Terrorism,
9868,2003,Guinea,Terrorism,
9869,2003,Seychelles,Terrorism,
9870,2003,Taiwan,Terrorism,
9871,2003,Switzerland,Terrorism,0.0
9872,2003,China,Terrorism,1.0
9873,2003,Costa Rica,Terrorism,
9874,2003,Colombia,Terrorism,184.0
9875,2003,Guatemala,Terrorism,1.0
9876,2003,Comoros,Terrorism,
9877,2003,Sierra Leone,Terrorism,
9878,2003,Guam,Terrorism,
9879,2003,East Timor,Terrorism,5.0
9880,2003,Thailand,Terrorism,6.0
9881,2003,Serbia,Terrorism,
9882,2003,Ethiopia,Terrorism,2.0
9883,2003,Trinidad and Tobago,Terrorism,
9884,2003,Caribbean,Terrorism,
9885,2003,Czechia,Terrorism,0.0
9886,2003,Sudan,Terrorism,
9887,2003,Kosovo,Terrorism,7.0
9888,2003,Tonga,Terrorism,
9889,2003,Central African Republic,Terrorism,
9890,2003,High SDI,Terrorism,
9891,2003,Senegal,Terrorism,
9892,2003,Singapore,Terrorism,
9893,2003,Central America & Caribbean,Terrorism,5.0
9894,2003,Cyprus,Terrorism,
9895,2003,Togo,Terrorism,
9896,2003,Central Asia,Terrorism,1.0
9897,2003,Suriname,Terrorism,
9898,2003,Central Europe,Terrorism,
9899,2003,Cuba,Terrorism,
9900,2003,Haiti,Terrorism,4.0
9901,2003,Timor,Terrorism,
9902,2003,"Central Europe, Eastern Europe, and Central Asia",Terrorism,
9903,2003,Guyana,Terrorism,0.0
9904,2003,Greenland,Terrorism,
9905,2003,Bermuda,Terrorism,
9906,2003,Congo,Terrorism,11.0
9907,2003,Jamaica,Terrorism,
9908,2003,Australasia & Oceania,Terrorism,1.0
9909,2003,United States,Terrorism,0.0
9910,2003,Romania,Terrorism,
9911,2003,England,Terrorism,
9912,2003,Australia,Terrorism,
9913,2003,Southeast Asia,Terrorism,354.0
9914,2003,Estonia,Terrorism,
9915,2003,El Salvador,Terrorism,
9916,2003,Vietnam,Terrorism,
9917,2003,American Samoa,Terrorism,
9918,2003,Austria,Terrorism,
9919,2003,Zambia,Terrorism,
9920,2003,Venezuela,Terrorism,0.0
9921,2003,Eswatini,Terrorism,0.0
9922,2003,Azerbaijan,Terrorism,
9923,2003,Egypt,Terrorism,
9924,2003,Eritrea,Terrorism,
9925,2003,Wales,Terrorism,
9926,2003,Andean Latin America,Terrorism,
9927,2003,South Korea,Terrorism,0.0
9928,2003,France,Terrorism,0.0
9929,2003,Yemen,Terrorism,16.0
9930,2003,Kazakhstan,Terrorism,
9931,2003,Finland,Terrorism,
9932,2003,Antigua and Barbuda,Terrorism,
9933,2003,Andorra,Terrorism,
9934,2003,Western Sub-Saharan Africa,Terrorism,
9935,2003,Argentina,Terrorism,0.0
9936,2003,Jordan,Terrorism,
9937,2003,Russia,Terrorism,328.0
9938,2003,Equatorial Guinea,Terrorism,
9939,2003,Western Europe,Terrorism,5.0
9940,2003,Japan,Terrorism,0.0
9941,2003,Qatar,Terrorism,
9942,2003,Puerto Rico,Terrorism,
9943,2003,Armenia,Terrorism,
9944,2003,Kenya,Terrorism,3.0
9945,2003,South Africa,Terrorism,
9946,2003,Australasia,Terrorism,
9947,2003,South Sudan,Terrorism,
9948,2003,Bahamas,Terrorism,
9949,2003,Italy,Terrorism,0.0
9950,2003,Somalia,Terrorism,7.0
9951,2003,Rwanda,Terrorism,
9952,2003,Kiribati,Terrorism,
9953,2003,Gambia,Terrorism,
9954,2003,Southern Latin America,Terrorism,
9955,2003,Uruguay,Terrorism,
9956,2003,Belarus,Terrorism,
9957,2003,Portugal,Terrorism,
9958,2003,Belgium,Terrorism,0.0
9959,2003,Afghanistan,Terrorism,163.0
9960,2003,Zimbabwe,Terrorism,0.0
9961,2003,United States Virgin Islands,Terrorism,
9962,2003,Belize,Terrorism,
9963,2003,Solomon Islands,Terrorism,1.0
9964,2003,Benin,Terrorism,
9965,2003,South Asia,Terrorism,802.0
9966,2003,Iran,Terrorism,0.0
9967,2003,Saint Lucia,Terrorism,
9968,2003,Georgia,Terrorism,0.0
9969,2003,Eastern Europe,Terrorism,337.0
9970,2003,Iraq,Terrorism,391.0
9971,2003,Eastern Sub-Saharan Africa,Terrorism,
9972,2003,Barbados,Terrorism,
9973,2003,Gabon,Terrorism,
9974,2003,Vanuatu,Terrorism,
9975,2003,Bahrain,Terrorism,0.0
9976,2003,"Southeast Asia, East Asia, and Oceania",Terrorism,
9977,2003,Fiji,Terrorism,
9978,2003,Algeria,Terrorism,269.0
9979,2003,Israel,Terrorism,156.0
9980,2003,South America,Terrorism,191.0
9981,2003,Angola,Terrorism,
9982,2003,Ecuador,Terrorism,0.0
9983,2003,Uzbekistan,Terrorism,
9984,2003,Ireland,Terrorism,0.0
9985,2003,Bangladesh,Terrorism,3.0
9986,2003,Albania,Terrorism,0.0
9987,2004,Cote d'Ivoire,Terrorism,12.0
9988,2004,South Korea,Terrorism,
9989,2004,Northern Mariana Islands,Terrorism,
9990,2004,Sweden,Terrorism,
9991,2004,Croatia,Terrorism,
9992,2004,Congo,Terrorism,
9993,2004,Switzerland,Terrorism,
9994,2004,Malta,Terrorism,
9995,2004,South Asia,Terrorism,1616.0
9996,2004,Costa Rica,Terrorism,
9997,2004,Eswatini,Terrorism,
9998,2004,Estonia,Terrorism,
9999,2004,Oceania,Terrorism,
10000,2004,Mali,Terrorism,
10001,2004,Southern Sub-Saharan Africa,Terrorism,
10002,2004,East Asia,Terrorism,4.0
10003,2004,Malawi,Terrorism,
10004,2004,Eastern Europe,Terrorism,608.0
10005,2004,Southern Latin America,Terrorism,
10006,2004,Spain,Terrorism,193.0
10007,2004,Dominica,Terrorism,
10008,2004,Eastern Sub-Saharan Africa,Terrorism,
10009,2004,Sri Lanka,Terrorism,30.0
10010,2004,Ecuador,Terrorism,0.0
10011,2004,Malaysia,Terrorism,
10012,2004,Norway,Terrorism,
10013,2004,"Southeast Asia, East Asia, and Oceania",Terrorism,
10014,2004,Djibouti,Terrorism,0.0
10015,2004,Denmark,Terrorism,
10016,2004,Sub-Saharan Africa,Terrorism,317.0
10017,2004,Egypt,Terrorism,37.0
10018,2004,Luxembourg,Terrorism,
10019,2004,Oman,Terrorism,
10020,2004,Cuba,Terrorism,
10021,2004,Equatorial Guinea,Terrorism,
10022,2004,Suriname,Terrorism,
10023,2004,Cyprus,Terrorism,0.0
10024,2004,Eritrea,Terrorism,
10025,2004,South Sudan,Terrorism,
10026,2004,England,Terrorism,
10027,2004,Southeast Asia,Terrorism,281.0
10028,2004,El Salvador,Terrorism,
10029,2004,Democratic Republic of Congo,Terrorism,22.0
10030,2004,Maldives,Terrorism,
10031,2004,Madagascar,Terrorism,
10032,2004,Czechia,Terrorism,
10033,2004,Dominican Republic,Terrorism,
10034,2004,Trinidad and Tobago,Terrorism,
10035,2004,Comoros,Terrorism,
10036,2004,Austria,Terrorism,
10037,2004,Venezuela,Terrorism,
10038,2004,Azerbaijan,Terrorism,
10039,2004,Bahamas,Terrorism,
10040,2004,Vanuatu,Terrorism,
10041,2004,Morocco,Terrorism,
10042,2004,Bahrain,Terrorism,
10043,2004,Uzbekistan,Terrorism,36.0
10044,2004,Bangladesh,Terrorism,43.0
10045,2004,Barbados,Terrorism,
10046,2004,Mozambique,Terrorism,
10047,2004,Niger,Terrorism,
10048,2004,Montenegro,Terrorism,
10049,2004,Belarus,Terrorism,
10050,2004,Belgium,Terrorism,
10051,2004,United States Virgin Islands,Terrorism,
10052,2004,Belize,Terrorism,
10053,2004,United States,Terrorism,0.0
10054,2004,Mongolia,Terrorism,
10055,2004,Benin,Terrorism,
10056,2004,Bermuda,Terrorism,
10057,2004,United Kingdom,Terrorism,0.0
10058,2004,Uruguay,Terrorism,
10059,2004,Vietnam,Terrorism,
10060,2004,Nicaragua,Terrorism,
10061,2004,Australia,Terrorism,
10062,2004,Zimbabwe,Terrorism,
10063,2004,Afghanistan,Terrorism,275.0
10064,2004,Albania,Terrorism,
10065,2004,Netherlands,Terrorism,1.0
10066,2004,Algeria,Terrorism,166.0
10067,2004,Nepal,Terrorism,630.0
10068,2004,Zambia,Terrorism,
10069,2004,American Samoa,Terrorism,
10070,2004,Andean Latin America,Terrorism,
10071,2004,Andorra,Terrorism,
10072,2004,Yemen,Terrorism,
10073,2004,Angola,Terrorism,
10074,2004,New Zealand,Terrorism,
10075,2004,Namibia,Terrorism,
10076,2004,Western Sub-Saharan Africa,Terrorism,
10077,2004,Antigua and Barbuda,Terrorism,
10078,2004,Argentina,Terrorism,
10079,2004,Western Europe,Terrorism,196.0
10080,2004,Armenia,Terrorism,
10081,2004,Myanmar,Terrorism,1.0
10082,2004,Australasia,Terrorism,
10083,2004,Wales,Terrorism,
10084,2004,Australasia & Oceania,Terrorism,0.0
10085,2004,Nigeria,Terrorism,41.0
